"Tag","Class","RegistryKey","SlotCount","SlotTypes","SlotDetail"
"0x80BE26EE","0x80809462","0x7CDB9AA8","12","4 23 70 68 53 11 71 32 47 61 60 69","4:0x3F4764DD,23:0x812535F6,70:0x3A2C2625,68:0x916C61E9,53:0xF04C0F32,11:0xA79F7787,71:0x4A6B111C,32:0xFE0FF3A6,47:0xFF0887C6,61:0xD495DF2E,60:0x5908F1FC,69:0x76B10BE7"
"0x80BE26FE","0x80809462","0x16E43FD8","12","4 23 70 68 53 11 71 32 60 47 61 69","4:0x3F4764DD,23:0x812535F6,70:0x3A2C2625,68:0x916C61E9,53:0xF04C0F32,11:0xA79F7787,71:0x4A6B111C,32:0xFE0FF3A6,60:0x5908F1FC,47:0xFF0887C6,61:0xD495DF2E,69:0x76B10BE7"
"0x80BE2C5D","0x80809462","0x1CA6F5EC","69","4 4 4 4 4 4 4 4 4 4 4 4 5 5 5 5 5 4 4 4 4 4 4 4 4 4 4 4 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 26 26 26 26 26 26 26 26 26 26 26 26 26 26 43 43 43 3 3 4","4:0x3D964CC1,4:0x829D148F,4:0x999ED9D8,4:0x9E99146D,4:0x4820FA6C,4:0x5D46E0A4,4:0x9876FA14,4:0x45DA979B,4:0x38A8C878,4:0x04E6E529,4:0xB739765E,4:0xC2B31E47,5:0x42FCA6C3,5:0xBBF68B95,5:0xE324C22C,5:0x73D46B08,5:0x21C0A716,4:0xD61F75ED,4:0xB4521072,4:0xD774A7D8,4:0xD674A5AF,4:0xD574A402,4:0xD474A291,4:0xD374A164,4:0xD2749FFB,4:0xD1749E4E,4:0xD0749CDD,4:0xDF74B440,1:0x16B6C15F,2:0x3DB4AC9E,1:0xDDB9CA8F,1:0xDDB9CA8C,1:0xDDB9CA8D,1:0xFA876AF4,1:0x5B28860A,1:0x5B288609,1:0x5B288608,1:0x1C57A4E7,1:0xF0832E49,1:0x4C0B07C4,1:0x4C0B07C7,1:0xF0832E4A,1:0xB3DB26DD,1:0xB3DB26DE,1:0xF0832E4B,1:0x148724DE,1:0x148724DD,1:0x103826C4,1:0x103826C7,26:0x1324A0D5,26:0x497109DB,26:0x497109D8,26:0xCC9BEC8A,26:0x8A1709D3,26:0x43622B55,26:0x365C47AA,26:0x101ED0CB,26:0x8D8ADFC9,26:0x09B3BB6F,26:0x5BBD0995,26:0x9D7E2513,26:0x37EFE743,26:0x465F7480,43:0x20EDE3F9,43:0x20EDE3FA,43:0x20EDE3FB,3:0xF6CB3CC1,3:0x207742E2,4:0x2E49"
"0x80BE2E97","0x80809462","0xD8CEFF3E","1","70","70:0x3A2C2625"
"0x80BE2ECB","0x80809462","0xB0415180","69","5 5 5 5 5 5 5 1 2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 26 4 23 3 5 5 5 5 5 26 4 4 4 23 23 23 4 4 4 23 4 4 4 4 26 23 23 23 23 26 26 26 43 43 43 23 23 4","5:0x46FFEB8B,5:0x48C5EA32,5:0xDA66E3B1,5:0x10506560,5:0x30A5C087,5:0xAF02A25E,5:0xAA7255ED,1:0xBA35ACFC,2:0xC1F8BF16,1:0xB9AF12A4,2:0xE29A2D00,1:0x2D79ED5F,2:0x8B4147F5,1:0xA7156EFC,2:0x9D949AD8,1:0x7AF11D8C,1:0xC85D95A7,1:0xE4004646,1:0x5AE63B0C,1:0x5AE63B0F,1:0x5AE63B0E,1:0x42D4AF22,1:0x42D4AF21,1:0x42D4AF20,1:0x3D6791B0,1:0x3D6791B3,1:0x3D6791B2,1:0x29B0A5A1,1:0x2E618CC8,1:0xC68E2078,1:0xC47AB104,26:0x67B3A760,4:0x552E7CA0,23:0xB8D0D2A9,3:0x8C400E63,5:0x2FDD15DE,5:0x9D0133BA,5:0x2FAB1F75,5:0x7E29455F,5:0x8071A6D3,26:0xB6CECC97,4:0x44ED6F6D,4:0x45ED709E,4:0x46ED720B,23:0x68DAE7F2,23:0xC335FD3A,23:0xC335FD39,4:0xE34EA835,4:0xE34EA836,4:0x844E8C61,23:0xC183DB64,4:0xA30CB723,4:0xC99BCF38,4:0x2F192A64,4:0x2F192A67,26:0xB97E810F,23:0x44BE0EB1,23:0x3FF3286D,23:0xCBD9D3E9,23:0xCBD9D3EA,26:0x2644EE16,26:0x1E1F1BF9,26:0xA80FD774,43:0xE710AC77,43:0x6FF4FC8F,43:0x6FF4FC8C,23:0xF0E077BF,23:0xF1E07928,4:0xE"
"0x80BE2EF0","0x80809462","0x9C4836DD","9","23 23 23 23 4 4 4 4 70","23:0x018B29BD,23:0x1F02961D,23:0xDBCDD72F,23:0x75A90990,4:0x63FEB18E,4:0xB69D7C28,4:0x641B0106,4:0x0859041D,70:0x3A2C2625"
"0x80BE2EFD","0x80809462","0xB1E0207A","44","1 3 3 3 3 3 3 3 3 3 70 68 53 11 71 45 45 44 61 44 45 44 61 61 45 44 61 66 45 44 61 45 45 44 61 44 45 44 61 61 45 44 61 46","1:0x2E03445B,3:0x3747BD98,3:0x4C2FA0CE,3:0x528F4415,3:0xD8AF162C,3:0x1241B68B,3:0xD42B52AA,3:0xA3A94811,3:0x39F9DFC8,3:0x3FD53917,70:0x3A2C2625,68:0x916C61E9,53:0xF04C0F32,11:0xA79F7787,71:0x4A6B111C,45:0x67A7BA11,45:0x67A7BA14,44:0x3103C70F,61:0xA1E68F1A,44:0xB30DC367,45:0x67A7BA15,44:0x42DBA044,61:0x9EE68AD3,61:0xA2E69087,45:0x67A7BA16,44:0x5EFBC885,61:0x9FE68C7C,66:0xF0BFA4F5,45:0x67A7BA17,44:0x818ECFEA,61:0x9CE68735,45:0x67A7BA12,45:0x67A7BA18,44:0xB8F2979B,61:0x9DE688A6,44:0x45F89B49,45:0x67A7BA19,44:0xCA0F5A60,61:0xA3E69230,61:0xF964CB10,45:0x67A7BA13,44:0xE814123E,61:0xA0E68DE9,46:0x7A4D06F9"
"0x80BE2F26","0x80809462","0xA0350620","1","70","70:0x3A2C2625"
"0x80BE2F56","0x80809462","0x7B62A7F5","53","3 38 38 1 1 1 1 1 1 1 1 1 1 1 1 1 1 70 68 53 11 71 18 18 45 45 66 45 66 44 66 44 66 44 66 44 66 44 44 66 61 66 66 45 66 45 66 45 64 46 64 46 66","3:0xE8E57C7B,38:0x77B302DB,38:0x990B755E,1:0x832126F6,1:0x30609C26,1:0xF591CFD1,1:0xEE52BE94,1:0x9FD14A24,1:0x9ED148BB,1:0xB7826975,1:0xA9C460C3,1:0x036A1BAB,1:0xD28290FC,1:0x8FAAA43F,1:0x910FE8E7,1:0x920FEA10,1:0xB46E5A8A,70:0x3A2C2625,68:0x916C61E9,53:0xF04C0F32,11:0xA79F7787,71:0x4A6B111C,18:0x6B633133,18:0x8BEC385E,45:0x67A7BA14,45:0x67A7BA15,66:0x07B4B417,45:0x67A7BA16,66:0x8E237C24,44:0x550E70C9,66:0x4468974C,44:0xA2E5CB42,66:0x0CCBCE3C,44:0x322A9BE7,66:0x65CFB9EF,44:0x2A9B26BC,66:0x83C4F804,44:0x17271FE5,44:0x59BB447A,66:0x07B4B414,61:0x897FDBA9,66:0x8E237C27,66:0x4468974F,45:0x67A7BA11,66:0x0CCBCE3F,45:0x67A7BA12,66:0x65CFB9EC,45:0x67A7BA13,64:0xF834BE4E,46:0xDAF07A71,64:0xC12835A9,46:0xF4056BE4,66:0x83C4F807"
"0x80BE2FA9","0x80809462","0x7B62A7F4","53","3 38 38 1 1 1 1 1 1 1 1 1 1 1 1 1 1 70 68 53 11 71 18 18 45 45 66 45 66 44 66 44 66 44 66 44 66 44 44 66 61 66 66 45 66 45 66 45 64 46 64 46 66","3:0x96B659CA,38:0xA0033AB4,38:0xE56009CD,1:0xE95F681D,1:0xA88E2C41,1:0x9F333D26,1:0xE76F2399,1:0xA3C93345,1:0xA4C934F6,1:0x1564BD24,1:0x46517694,1:0xA2FCDA40,1:0xFBA116A7,1:0x60CE1582,1:0xD4203CF6,1:0xD3203B45,1:0x354ECE1B,70:0x3A2C2625,68:0x916C61E9,53:0xF04C0F32,11:0xA79F7787,71:0x4A6B111C,18:0x2A45DB86,18:0xB3624A49,45:0x67A7BA14,45:0x67A7BA15,66:0x8FBC98C0,45:0x67A7BA16,66:0x76516EAB,44:0xFF318BD8,66:0x1D6C7AF7,44:0x99D10D71,66:0xA5A31BC3,44:0xBAE935FE,66:0x5E3BFB38,44:0xB5191565,66:0xE4AAC75F,44:0x6BA92DFE,44:0x59BEAFFB,66:0x8FBC98C3,61:0x5171EDD2,66:0x76516EA8,66:0x1D6C7AF4,45:0x67A7BA11,66:0xA5A31BC0,45:0x67A7BA12,66:0x5E3BFB3B,45:0x67A7BA13,64:0x4874FA7B,46:0x68A9166A,64:0x346D78CC,46:0x8798FD0B,66:0xE4AAC75C"
"0x80BE3148","0x80809462","0x2E6E36FA","69","5 5 5 5 5 5 5 1 2 1 2 1 2 1 2 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 26 4 23 3 5 5 5 5 5 26 4 4 4 23 23 23 4 4 4 23 4 4 4 4 26 23 23 23 23 26 26 26 43 43 43 23 23 4","5:0x46FFEB8B,5:0x48C5EA32,5:0xDA66E3B1,5:0x10506560,5:0x30A5C087,5:0xAF02A25E,5:0xAA7255ED,1:0xBA35ACFC,2:0xC1F8BF16,1:0xB9AF12A4,2:0xE29A2D00,1:0x2D79ED5F,2:0x8B4147F5,1:0xA7156EFC,2:0x9D949AD8,1:0x7AF11D8C,1:0xC85D95A7,1:0xE4004646,1:0x5AE63B0C,1:0x5AE63B0F,1:0x5AE63B0E,1:0x42D4AF22,1:0x42D4AF21,1:0x42D4AF20,1:0x3D6791B0,1:0x3D6791B3,1:0x3D6791B2,1:0x29B0A5A1,1:0x2E618CC8,1:0xC68E2078,1:0xC47AB104,26:0x67B3A760,4:0x552E7CA0,23:0xB8D0D2A9,3:0x8C400E63,5:0x2FDD15DE,5:0x9D0133BA,5:0x2FAB1F75,5:0x7E29455F,5:0x8071A6D3,26:0xB6CECC97,4:0x44ED6F6D,4:0x45ED709E,4:0x46ED720B,23:0x68DAE7F2,23:0xC335FD3A,23:0xC335FD39,4:0xE34EA835,4:0xE34EA836,4:0x844E8C61,23:0xC183DB64,4:0xA30CB723,4:0xC99BCF38,4:0x2F192A64,4:0x2F192A67,26:0xB97E810F,23:0x44BE0EB1,23:0x3FF3286D,23:0xCBD9D3E9,23:0xCBD9D3EA,26:0x2644EE16,26:0x1E1F1BF9,26:0xA80FD774,43:0xE710AC77,43:0x6FF4FC8F,43:0x6FF4FC8C,23:0xF0E077BF,23:0xF1E07928,4:0xE"
"0x80BE315E","0x80809462","0x3A1DA187","46","4 4 4 26 4 23 4 4 4 26 4 23 4 4 4 26 4 23 4 4 4 26 4 23 4 4 4 26 4 23 70 34 34 34 34 34 72 72 72 72 72 61 61 61 61 61","4:0x8DA9FE56,4:0xCA229FAD,4:0x05302BCB,26:0xCDA36EC3,4:0x06088D14,23:0xB6951F31,4:0x10E6970B,4:0xD0D3814A,4:0xF6A11768,26:0xF4BBDCE4,4:0x05088BEB,23:0xB79520A2,4:0x0F924484,4:0x0743619B,4:0xE2E051E1,26:0x2ACA6921,4:0x04088A7E,23:0xB89522CF,4:0xF0E70809,4:0x4AC1AA30,4:0x063420B6,26:0x1801B97A,4:0x030888CD,23:0xB9952478,4:0x86738B9A,4:0x4B5B6491,4:0xB7B48347,26:0x51863387,4:0x0A0893C8,23:0xB295197D,70:0x3A2C2625,34:0x7B07427C,34:0xC8BDE58F,34:0x0EC47BD2,34:0xBF410ACD,34:0x25328A88,72:0x600F6F6E,72:0x5F0F6DFD,72:0x620F7204,72:0x610F709B,72:0x640F7522,61:0x701AC1FA,61:0x6F1AC049,61:0x6C1ABB06,61:0x721AC490,61:0x711AC367"
"0x80BE31A0","0x80809462","0xEA07DED2","64","1 3 1 3 3 1 1 1 3 1 3 1 3 70 30 30 30 30 30 30 66 45 60 44 61 66 66 44 60 61 45 45 60 44 44 61 66 66 66 66 45 60 44 61 66 66 66 61 45 60 44 45 60 46 44 46 61 46 66 46 66 46 45 46","1:0xE9EF8995,3:0xC0CD0786,1:0xB707030E,3:0x7FE38433,3:0x2E0EF2D7,1:0xA575B3DA,1:0x7F6C7497,1:0x806C7600,3:0xB1462208,1:0x8B232894,3:0x713A4129,1:0xBC6BA909,3:0xFEB71D32,70:0x3A2C2625,30:0xC0640109,30:0x822CF5D6,30:0x813D5BFB,30:0x1C006FC8,30:0x8A2B68E5,30:0x03A663E2,66:0x986F3E2C,45:0x67A7BA11,60:0xF058EBEB,44:0x80112091,61:0x0944DD62,66:0x21480021,66:0xF45AFBAE,44:0x5ECAF87E,60:0x18D468DC,61:0x0644D8DB,45:0x67A7BA14,45:0x67A7BA15,60:0xA522B6E2,44:0x22F101D5,44:0x21F10069,61:0x0844DBF1,66:0x6C24CCB2,66:0x36D44D27,66:0xD8473B88,66:0x25D470DD,45:0x67A7BA16,60:0x1FA0ABF9,44:0x6FDA19EE,61:0x0744DA44,66:0xD13E82BF,66:0xEF282B24,66:0x5852DE10,61:0x0B44E038,45:0x67A7BA17,60:0x32F91950,44:0x98B76DA1,45:0x67A7BA12,60:0x7FB380EF,46:0x369531FD,44:0x7FD69CB6,46:0x26E21AC8,61:0x0A44DE8F,46:0xE3EBB62F,66:0xB3C11209,46:0xC509EEB2,66:0xCEA3A213,46:0x0EA9EE51,45:0x67A7BA13,46:0x1F14E30C"
"0x80BE32A4","0x80809462","0x5A18168A","44","23 4 3 1 1 3 1 1 3 1 1 3 1 1 3 70 30 30 30 30 45 60 61 45 61 44 45 60 61 66 66 45 45 60 60 72 61 46 66 46 44 46 45 46","23:0x3FD45A89,4:0x12C0D216,3:0x815F716B,1:0x5CA000E1,1:0x5DA00212,3:0xA185950A,1:0xD5ED5F86,1:0xD4ED5E15,3:0x05D22CAB,1:0x670B43F2,1:0x660B4241,3:0xF02F712F,1:0x23AC274D,1:0x24AC28FE,3:0xC9061A1E,70:0x3A2C2625,30:0x0102A3DD,30:0xBCAA625A,30:0x0A99BA2E,30:0x51EE8BA1,45:0x67A7BA14,60:0x652457F7,61:0x2E8AC127,45:0x67A7BA12,61:0x5C682C3C,44:0x9DF70729,45:0x67A7BA15,60:0x2FBF0133,61:0x2F8AC350,66:0xAF38479A,66:0xDE686212,45:0x67A7BA13,45:0x67A7BA16,60:0xC45B04A4,60:0xCE0C7CF8,72:0xF04D9964,61:0x5B682A93,46:0x3E8B5879,66:0xCF5CE03F,46:0x9FC13194,44:0x58950A76,46:0x748350D0,45:0x67A7BA11,46:0x76006405"
"0x80BE32C1","0x80809462","0xE9D5C8C0","15","3 1 1 1 1 70 31 45 44 44 60 66 45 45 46","3:0x3601D7FC,1:0xE5F5F147,1:0xE5F5F144,1:0x90CCFD57,1:0x90CCFD54,70:0x3A2C2625,31:0x13531F73,45:0x67A7BA11,44:0x71BD7716,44:0x7EA2E376,60:0x896F9885,66:0x41057B3F,45:0x67A7BA12,45:0x67A7BA13,46:0x9C7B58B3"
"0x80BE32D7","0x80809462","0x8BD467FD","31","3 3 1 1 1 1 1 2 1 23 23 26 70 34 45 45 45 44 44 44 44 44 44 66 66 45 45 45 45 45 46","3:0x82D9B754,3:0x91628808,1:0x2F04400D,1:0x2F04400E,1:0x2F04400F,1:0x2F044008,1:0xC5BAF5C7,2:0xC43A52F6,1:0x84A25FC6,23:0x090765D7,23:0x1F02961D,26:0x30AC74C3,70:0x3A2C2625,34:0xE200FBB4,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,44:0x25A782E0,44:0xCDD305B2,44:0x627C97ED,44:0xA89D624E,44:0xDAB7C8CD,44:0x890AA094,66:0xADF9E392,66:0x5323AD83,45:0x67A7BA18,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA11,46:0x9C7B58B3"
"0x80BE32F0","0x80809462","0x702A49E2","35","3 1 1 1 1 1 1 1 70 31 45 45 45 45 45 45 45 45 45 44 44 44 44 44 44 44 44 60 66 66 66 66 45 45 46","3:0x523AA7D8,1:0x8C08376A,1:0xAC9E948C,1:0xAC9E948F,1:0xAC9E948E,1:0xF67F3054,1:0x2AE1595A,1:0xC8558871,70:0x3A2C2625,31:0xA66EE9A5,45:0x3E09E8F3,45:0x3E09E8F2,45:0x67A7BA11,45:0x67A7BA12,45:0x67A7BA13,45:0x67A7BA14,45:0x67A7BA15,45:0x67A7BA16,45:0x67A7BA17,44:0x8AFB6583,44:0xF32EFC5F,44:0xFCFA0D63,44:0x9954F483,44:0x8947182F,44:0xBDD7C8C4,44:0x457BBDB3,44:0x58943407,60:0xA95B3CAB,66:0x9DD894A4,66:0x0B867F09,66:0x0BBC9907,66:0x40CF6121,45:0x67A7BA18,45:0x67A7BA19,46:0x9C7B58B3"
"0x80BE3303","0x80809462","0x606458E9","4","4 4 4 70","4:0x2CB0D857,4:0x2DB0D9C0,4:0x2AB0D4B9,70:0x3A2C2625"
"0x80BE3307","0x80809462","0x483ECB05","5","4 26 70 34 61","4:0x7A4512C2,26:0xE409E6DC,70:0x3A2C2625,34:0x5C0FD561,61:0xEB284618"
"0x80BE3A94","0x80809462","0x7AAE4296","1","70","70:0x3A2C2625"
"0x80BE3AF8","0x80809462","0xFF70F53A","33","1 26 3 4 4 26 4 4 26 4 4 26 70 68 53 11 71 34 34 34 34 34 34 34 34 44 61 66 61 61 61 45 46","1:0xF4545C09,26:0x75624A86,3:0xA3E994C4,4:0x7C43E828,4:0xCC05CCB8,26:0x3107BAB0,4:0x57129639,4:0x418EF173,26:0x1302AD1F,4:0x1836BABE,4:0x9E38B0F6,26:0xEA31260A,70:0x3A2C2625,68:0x916C61E9,53:0xF04C0F32,11:0xA79F7787,71:0x4A6B111C,34:0x11360D07,34:0x12360EB0,34:0x0F360A69,34:0x10360B9A,34:0x0D360753,34:0x94B138EA,34:0x8339DF2D,34:0x23DDA850,44:0x10EFC05C,61:0x8F7E89F7,66:0x0EF7F797,61:0x907E8B60,61:0x02A38E1C,61:0x8E7E884A,45:0x67A7BA11,46:0xA9B35FA7"
"0x80BE3B8F","0x80809462","0xB4747802","2","4 70","4:0x30276BDE,70:0x3A2C2625"
"0x80BE8886","0x80809462","0x3BC79A8D","1","19","19:0x4085607B"
"0x80C27826","0x80809462","0xE6620032","1","19","19:0x4085607B"
"0x80C2782F","0x80809462","0x96E0A5E5","1","",""
"0x80FD715E","0x80809462","0xEAAF16E2","16","13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13","13:0xBB5CE721,13:0xBC5CE952,13:0xBD5CEAFF,13:0xBE5CEC68,13:0xB75CE16D,13:0xB85CE29E,13:0xB95CE40B,13:0xBA5CE5B4,13:0xC35CF449,13:0xC45CF5FA,13:0xC5432E70,13:0xC4432CC7,13:0xC3432B5A,13:0xC2432929,13:0xC14327BC,13:0xC0432613"
"0x80FEB3DC","0x80809462","0x4786C0E0","21","16 35 18 17 41 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13 13","16:0x021F3833,35:0x1D420449,18:0xC562283A,17:0xBBCB85BC,41:0x0B5E8158,13:0xBB5CE721,13:0xBC5CE952,13:0xBD5CEAFF,13:0xBE5CEC68,13:0xB75CE16D,13:0xB85CE29E,13:0xB95CE40B,13:0xBA5CE5B4,13:0xC35CF449,13:0xC45CF5FA,13:0xC5432E70,13:0xC4432CC7,13:0xC3432B5A,13:0xC2432929,13:0xC14327BC,13:0xC0432613"
