TARGET 7ff61980f340 function=FUN_7ff61980f340@7ff61980f340
        uStack_330 = uRam00007ff619d1c498;
        local_318 = _DAT_7ff619d1b3b0;
        uStack_310 = uRam00007ff619d1b3b8;
        local_328 = _DAT_7ff619d1d240;
        uStack_320 = uRam00007ff619d1d248;
        local_2f8 = _DAT_7ff619d19930;
        uStack_2f0 = uRam00007ff619d19938;
        local_308 = _DAT_7ff619d1ba20;
        uStack_300 = uRam00007ff619d1ba28;
        local_2bc = 0;
        local_2d8 = _DAT_7ff619d19490;
        uStack_2d0 = uRam00007ff619d19498;
        local_348 = &PTR_FUN_7ff619d17fb8;
        local_340 = 0x307171f;
        local_33c = 0x111c041a;
        local_2e8 = _DAT_7ff619d19f40;
        uStack_2e0 = uRam00007ff619d19f48;
        local_2c8 = 0xcc858580;
        local_2c4 = 0xabcf8199;
        local_2c0 = 0xdaae81d4;
        (*(code *)PTR_FUN_7ff619d17fb8)(&local_348,0x140,local_2b8);
        if (*(int *)(*(longlong *)
                      (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                    0x9aa54) < DAT_7ff61b282174) {
          _Init_thread_header(&DAT_7ff61b282174);
          if (DAT_7ff61b282174 == -1) {
            FUN_7ff6183cd770(&DAT_7ff61b282170,local_2b8);
            _Init_thread_footer(&DAT_7ff61b282174);
          }
        }
        uVar4 = FUN_7ff618458650((longlong)puVar3 + 0x94e);
        uVar5 = FUN_7ff618458650(puVar3 + 0x15f);
        local_368 = uVar4;
        FUN_7ff618102e50(local_178,local_2b8,param_1,uVar5);
                    /* WARNING: Subroutine does not return */
        thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b282170,local_178);
      }
    }
  }
  lVar6 = FUN_7ff61980af00(param_1);
  if ((((*(byte *)(lVar6 + 0x56c) & 0x21) == 0x21) && (*(char *)((longlong)puVar3 + 0x94d) != '\0'))
     && (*(char *)(puVar3 + 0x253) == '\0')) {
    plVar7 = (longlong *)FUN_7ff618f87c70();
    (**(code **)(*plVar7 + 0x20))(plVar7,param_1,puVar3[0x274],puVar3 + 0x15a);
    *(undefined1 *)(puVar3 + 0x275) = 1;
  }
  plVar7 = (longlong *)FUN_7ff618f87c70();
  uVar4 = (**(code **)(*plVar7 + 0xe0))(plVar7);
  FUN_7ff618f8d450(uVar4,puVar3[0x274]);
  return;
}


============================================================
FUNCTION FUN_7ff6198048f0@7ff6198048f0 size=1271

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */
/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

void FUN_7ff6198048f0(undefined4 param_1,undefined8 *param_2)

{
  char cVar1;
  int iVar2;
  longlong lVar3;
  undefined8 uVar4;
  undefined8 uVar5;
  longlong unaff_GS_OFFSET;
  undefined1 auStack_3e8 [32];
  undefined8 local_3c8;
  undefined **local_3a8;
  undefined4 local_3a0;
  undefined4 local_39c;
  undefined8 local_398;
  undefined8 uStack_390;
  undefined8 local_388;
  undefined8 uStack_380;
  undefined8 local_378;
  undefined8 uStack_370;
  undefined8 local_368;
  undefined8 uStack_360;
  undefined8 local_358;
  undefined8 uStack_350;
  undefined4 local_348;
  undefined4 local_344;
  undefined2 local_340;
  undefined1 local_338 [320];
  undefined1 local_1f8 [320];
  undefined1 local_b8 [128];
  ulonglong local_38;
  
  local_38 = DAT_7ff61a119a88 ^ (ulonglong)auStack_3e8;
  lVar3 = FUN_7ff61980af00();
  FUN_7ff61844ef80(local_b8);
  iVar2 = FUN_7ff6198ee83e(param_2,local_b8,0x80);
  if (iVar2 == 0) {
    FUN_7ff619804550(param_1);
  }
  else {
    if ((*(uint *)(lVar3 + 4) >> 6 & 1) != 0) {
      cVar1 = FUN_7ff6183cdc50(0x13);
      if (cVar1 != '\0') {
        local_398 = _DAT_7ff619d1c490;
        uStack_390 = uRam00007ff619d1c498;
        local_378 = _DAT_7ff619d1b510;
        uStack_370 = uRam00007ff619d1b518;
        local_388 = _DAT_7ff619d1d250;
        uStack_380 = uRam00007ff619d1d258;
        local_358 = _DAT_7ff619d1c740;
        uStack_350 = uRam00007ff619d1c748;
        local_3a8 = &PTR_FUN_7ff619d17f30;
        local_3a0 = 0x307171f;
        local_39c = 0x111c041a;
        local_368 = _DAT_7ff619d19350;
        uStack_360 = uRam00007ff619d19358;
        local_348 = 0xa0a8eaa8;
        local_344 = 0xa4a1aba4;
        local_340 = 0xff;
        (*(code *)PTR_FUN_7ff619d17f30)(&local_3a8,0x140,local_338);
        if (*(int *)(*(longlong *)
                      (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                    0x9aa54) < DAT_7ff61b28213c) {
          _Init_thread_header(&DAT_7ff61b28213c);
          if (DAT_7ff61b28213c == -1) {
            FUN_7ff6183cd770(&DAT_7ff61b282138,local_338);
            _Init_thread_footer(&DAT_7ff61b28213c);
          }
        }
        uVar4 = FUN_7ff618458650(lVar3 + 0x57c);
        FUN_7ff618102e50(local_1f8,local_338,param_1,uVar4);
                    /* WARNING: Subroutine does not return */
        thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b282138,local_1f8);
      }
      FUN_7ff619802af0(param_1);
    }
    *(undefined1 *)(lVar3 + 0x94c) = 0;
    *(byte *)(lVar3 + 0x94d) = *(byte *)(lVar3 + 0x2c) & 1;
    uVar4 = param_2[1];
    *(undefined8 *)(lVar3 + 0x94e) = *param_2;
    *(undefined8 *)(lVar3 + 0x956) = uVar4;
    uVar4 = param_2[3];
    *(undefined8 *)(lVar3 + 0x95e) = param_2[2];
    *(undefined8 *)(lVar3 + 0x966) = uVar4;
    uVar4 = param_2[5];
    *(undefined8 *)(lVar3 + 0x96e) = param_2[4];
    *(undefined8 *)(lVar3 + 0x976) = uVar4;
    uVar4 = param_2[7];
    *(undefined8 *)(lVar3 + 0x97e) = param_2[6];
    *(undefined8 *)(lVar3 + 0x986) = uVar4;
    uVar4 = param_2[9];
    *(undefined8 *)(lVar3 + 0x98e) = param_2[8];
    *(undefined8 *)(lVar3 + 0x996) = uVar4;
    uVar4 = param_2[0xb];
    *(undefined8 *)(lVar3 + 0x99e) = param_2[10];
    *(undefined8 *)(lVar3 + 0x9a6) = uVar4;
    uVar4 = param_2[0xd];
    *(undefined8 *)(lVar3 + 0x9ae) = param_2[0xc];
    *(undefined8 *)(lVar3 + 0x9b6) = uVar4;
    uVar4 = param_2[0xf];
    *(undefined8 *)(lVar3 + 0x9be) = param_2[0xe];
    *(undefined8 *)(lVar3 + 0x9c6) = uVar4;
    iVar2 = FUN_7ff6198ee83e(param_2,lVar3 + 0x57c,0x80);
    if (iVar2 == 0) {
      cVar1 = FUN_7ff6183cdc50();
      if (cVar1 != '\0') {
        local_398 = _DAT_7ff619d1c490;
        uStack_390 = uRam00007ff619d1c498;
        local_388 = _DAT_7ff619d1ccf0;
        uStack_380 = uRam00007ff619d1ccf8;
        uStack_350._4_4_ = uStack_350._4_4_ & 0xffffff00;
        local_378 = _DAT_7ff619d1b250;
        uStack_370 = uRam00007ff619d1b258;
        local_368 = _DAT_7ff619d19370;
        uStack_360 = uRam00007ff619d19378;
        local_3a8 = &PTR_FUN_7ff619d133f8;
        local_3a0 = 0x307171f;
        local_39c = 0x111c041a;
        local_358 = 0xa9d3dd9ddd9bc9d8;
        uStack_350 = CONCAT44(uStack_350._4_4_,0xeab7aca4);
        (*(code *)PTR_FUN_7ff619d133f8)(&local_3a8,0x140,local_338);
        if (*(int *)(*(longlong *)
                      (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                    0x9aa54) < DAT_7ff61b28214c) {
          _Init_thread_header(&DAT_7ff61b28214c);
          if (DAT_7ff61b28214c == -1) {
            FUN_7ff6183cd770(&DAT_7ff61b282148,local_338);
            _Init_thread_footer(&DAT_7ff61b28214c);
          }
        }
        uVar4 = FUN_7ff618458650(lVar3 + 0x57c);
        FUN_7ff618102e50(local_1f8,local_338,param_1,uVar4);
                    /* WARNING: Subroutine does not return */
        thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b282148,local_1f8);
      }
      FUN_7ff61980fff0(param_1);
    }
    else {
      cVar1 = FUN_7ff6183cdc50();
      if (cVar1 != '\0') {
        local_398 = _DAT_7ff619d1c490;
        uStack_390 = uRam00007ff619d1c498;
        local_378 = _DAT_7ff619d1be50;
        uStack_370 = uRam00007ff619d1be58;
        local_388 = _DAT_7ff619d1c8b0;
        uStack_380 = uRam00007ff619d1c8b8;
        local_358 = _DAT_7ff619d19780;
        uStack_350 = uRam00007ff619d19788;
        local_3a8 = &PTR_FUN_7ff619d0ea08;
        local_3a0 = 0x307171f;
        local_39c = 0x111c041a;
        local_368 = _DAT_7ff619d1b000;
        uStack_360 = uRam00007ff619d1b008;
        local_348 = 0xb8a5afa0;
        local_344 = CONCAT22(local_344._2_2_,0xe3);
        (*(code *)PTR_FUN_7ff619d0ea08)(&local_3a8,0x140,local_338);
        if (*(int *)(*(longlong *)
                      (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                    0x9aa54) < DAT_7ff61b282144) {
          _Init_thread_header(&DAT_7ff61b282144);
          if (DAT_7ff61b282144 == -1) {
            FUN_7ff6183cd770(&DAT_7ff61b282140,local_338);
            _Init_thread_footer(&DAT_7ff61b282144);
          }
        }
        uVar4 = FUN_7ff618458650(param_2);
        uVar5 = FUN_7ff618458650(lVar3 + 0x57c);
        local_3c8 = uVar4;
        FUN_7ff618102e50(local_1f8,local_338,param_1,uVar5);
                    /* WARNING: Subroutine does not return */
        thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b282140,local_1f8);
      }
      *(ushort *)(lVar3 + 10) = *(ushort *)(lVar3 + 10) | 0x20;
      *(uint *)(lVar3 + 4) = *(uint *)(lVar3 + 4) & 0xfffffffb;
      *(undefined8 *)(lVar3 + 0x18) = 0;
      *(undefined4 *)(lVar3 + 0x24) = 0xffffffff;
    }
    *(uint *)(lVar3 + 4) = *(uint *)(lVar3 + 4) | 0x40;
  }
  return;
}


============================================================
FUNCTION FUN_7ff619811ac0@7ff619811ac0 size=1020

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */
/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

void FUN_7ff619811ac0(undefined4 param_1)

{
  undefined1 uVar1;
  undefined4 uVar2;
  undefined4 uVar3;
  undefined4 uVar4;
  undefined4 uVar5;
  undefined8 uVar6;
  undefined8 uVar7;
  undefined8 uVar8;
  undefined8 uVar9;
  undefined8 uVar10;
  undefined8 uVar11;
  undefined8 uVar12;
  undefined8 uVar13;
  undefined8 uVar14;
  undefined8 uVar15;
  char cVar16;
  longlong lVar17;
  undefined8 uVar18;
  undefined8 uVar19;
  longlong unaff_GS_OFFSET;
  undefined1 auStack_368 [32];
  undefined8 local_348;
  undefined **local_338;
  undefined4 local_330;
  undefined4 local_32c;
  undefined8 local_328;
  undefined8 uStack_320;
  undefined8 local_318;
  undefined8 uStack_310;
  undefined8 local_308;
  undefined8 uStack_300;
  undefined8 local_2f8;
  undefined8 uStack_2f0;
  undefined4 local_2e8;
  undefined4 local_2e4;
  undefined1 local_2d8 [320];
  undefined1 local_198 [320];
  ulonglong local_58;
  
  local_58 = DAT_7ff61a119a88 ^ (ulonglong)auStack_368;
  lVar17 = FUN_7ff61980af00();
  cVar16 = FUN_7ff6183cdc50(0x13);
  if (cVar16 != '\0') {
    local_328 = _DAT_7ff619d1c490;
    uStack_320 = uRam00007ff619d1c498;
    local_318 = _DAT_7ff619d1c920;
    uStack_310 = uRam00007ff619d1c928;
    local_308 = _DAT_7ff619d1a920;
    uStack_300 = uRam00007ff619d1a928;
    local_2f8 = _DAT_7ff619d1afa0;
    uStack_2f0 = uRam00007ff619d1afa8;
    local_338 = &PTR_FUN_7ff619d17f98;
    local_330 = 0x307171f;
    local_32c = 0x111c041a;
    local_2e8 = 0xd5c8c9dc;
    local_2e4 = 0x91d0d2;
    (*(code *)PTR_FUN_7ff619d17f98)(&local_338,0x140,local_2d8);
    if (*(int *)(*(longlong *)
                  (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                0x9aa54) < DAT_7ff61b282164) {
      _Init_thread_header(&DAT_7ff61b282164);
      if (DAT_7ff61b282164 == -1) {
        FUN_7ff6183cd770(&DAT_7ff61b282160,local_2d8);
        _Init_thread_footer(&DAT_7ff61b282164);
      }
    }
    uVar18 = FUN_7ff618458650(lVar17 + 0x94e);
    uVar19 = FUN_7ff618458650(lVar17 + 0x57c);
    local_348 = uVar18;
    FUN_7ff618102e50(local_198,local_2d8,param_1,uVar19);
                    /* WARNING: Subroutine does not return */
    thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b282160,local_198);
  }
  if (*(char *)(lVar17 + 0x94c) == '\0') {
    *(ushort *)(lVar17 + 0x2c) = *(ushort *)(lVar17 + 0x2c) & 0xfffe;
  }
  else {
    *(ushort *)(lVar17 + 0x2c) = *(ushort *)(lVar17 + 0x2c) | 1;
  }
  if (*(char *)(lVar17 + 0x94c) == '\0') {
    *(ushort *)(lVar17 + 0x2cc) = *(ushort *)(lVar17 + 0x2cc) & 0xfffe;
  }
  else {
    *(ushort *)(lVar17 + 0x2cc) = *(ushort *)(lVar17 + 0x2cc) | 1;
  }
  if (*(char *)(lVar17 + 0x94c) == '\0') {
    *(ushort *)(lVar17 + 0x56c) = *(ushort *)(lVar17 + 0x56c) & 0xfffe;
  }
  else {
    *(ushort *)(lVar17 + 0x56c) = *(ushort *)(lVar17 + 0x56c) | 1;
  }
  uVar1 = *(undefined1 *)(lVar17 + 0x94c);
  uVar18 = *(undefined8 *)(lVar17 + 0x5bc);
  uVar19 = *(undefined8 *)(lVar17 + 0x5c4);
  *(undefined1 *)(lVar17 + 0x94c) = *(undefined1 *)(lVar17 + 0x94d);
  uVar6 = *(undefined8 *)(lVar17 + 0x5cc);
  uVar7 = *(undefined8 *)(lVar17 + 0x5d4);
  *(undefined1 *)(lVar17 + 0x94d) = uVar1;
  uVar2 = *(undefined4 *)(lVar17 + 0x57c);
  uVar3 = *(undefined4 *)(lVar17 + 0x584);
  uVar4 = *(undefined4 *)(lVar17 + 0x58c);
  uVar5 = *(undefined4 *)(lVar17 + 0x594);
  uVar8 = *(undefined8 *)(lVar17 + 0x59c);
  uVar9 = *(undefined8 *)(lVar17 + 0x5a4);
  uVar10 = *(undefined8 *)(lVar17 + 0x5ac);
  uVar11 = *(undefined8 *)(lVar17 + 0x5b4);
  *(undefined8 *)(lVar17 + 0x3c) = *(undefined8 *)(lVar17 + 0x94e);
  *(undefined8 *)(lVar17 + 0x44) = *(undefined8 *)(lVar17 + 0x956);
  *(undefined8 *)(lVar17 + 0x4c) = *(undefined8 *)(lVar17 + 0x95e);
  *(undefined8 *)(lVar17 + 0x54) = *(undefined8 *)(lVar17 + 0x966);
  *(undefined8 *)(lVar17 + 0x5c) = *(undefined8 *)(lVar17 + 0x96e);
  *(undefined8 *)(lVar17 + 100) = *(undefined8 *)(lVar17 + 0x976);
  *(undefined8 *)(lVar17 + 0x6c) = *(undefined8 *)(lVar17 + 0x97e);
  *(undefined8 *)(lVar17 + 0x74) = *(undefined8 *)(lVar17 + 0x986);
  *(undefined8 *)(lVar17 + 0x7c) = *(undefined8 *)(lVar17 + 0x98e);
  *(undefined8 *)(lVar17 + 0x84) = *(undefined8 *)(lVar17 + 0x996);
  *(undefined8 *)(lVar17 + 0x8c) = *(undefined8 *)(lVar17 + 0x99e);
  *(undefined8 *)(lVar17 + 0x94) = *(undefined8 *)(lVar17 + 0x9a6);
  *(undefined8 *)(lVar17 + 0x9c) = *(undefined8 *)(lVar17 + 0x9ae);
  *(undefined8 *)(lVar17 + 0xa4) = *(undefined8 *)(lVar17 + 0x9b6);
  *(undefined8 *)(lVar17 + 0xac) = *(undefined8 *)(lVar17 + 0x9be);
  *(undefined8 *)(lVar17 + 0xb4) = *(undefined8 *)(lVar17 + 0x9c6);
  *(undefined8 *)(lVar17 + 0x2dc) = *(undefined8 *)(lVar17 + 0x94e);
  *(undefined8 *)(lVar17 + 0x2e4) = *(undefined8 *)(lVar17 + 0x956);
  *(undefined8 *)(lVar17 + 0x2ec) = *(undefined8 *)(lVar17 + 0x95e);
  *(undefined8 *)(lVar17 + 0x2f4) = *(undefined8 *)(lVar17 + 0x966);
  *(undefined8 *)(lVar17 + 0x2fc) = *(undefined8 *)(lVar17 + 0x96e);
  *(undefined8 *)(lVar17 + 0x304) = *(undefined8 *)(lVar17 + 0x976);
  *(undefined8 *)(lVar17 + 0x30c) = *(undefined8 *)(lVar17 + 0x97e);
  *(undefined8 *)(lVar17 + 0x314) = *(undefined8 *)(lVar17 + 0x986);
  *(undefined8 *)(lVar17 + 0x31c) = *(undefined8 *)(lVar17 + 0x98e);
  *(undefined8 *)(lVar17 + 0x324) = *(undefined8 *)(lVar17 + 0x996);
  *(undefined8 *)(lVar17 + 0x32c) = *(undefined8 *)(lVar17 + 0x99e);
  *(undefined8 *)(lVar17 + 0x334) = *(undefined8 *)(lVar17 + 0x9a6);
  *(undefined8 *)(lVar17 + 0x33c) = *(undefined8 *)(lVar17 + 0x9ae);
  *(undefined8 *)(lVar17 + 0x344) = *(undefined8 *)(lVar17 + 0x9b6);
  *(undefined8 *)(lVar17 + 0x34c) = *(undefined8 *)(lVar17 + 0x9be);
  *(undefined8 *)(lVar17 + 0x354) = *(undefined8 *)(lVar17 + 0x9c6);
  *(undefined8 *)(lVar17 + 0x57c) = *(undefined8 *)(lVar17 + 0x94e);
  *(undefined8 *)(lVar17 + 0x584) = *(undefined8 *)(lVar17 + 0x956);
  *(undefined8 *)(lVar17 + 0x58c) = *(undefined8 *)(lVar17 + 0x95e);
  *(undefined8 *)(lVar17 + 0x594) = *(undefined8 *)(lVar17 + 0x966);
  *(undefined8 *)(lVar17 + 0x59c) = *(undefined8 *)(lVar17 + 0x96e);
  *(undefined8 *)(lVar17 + 0x5a4) = *(undefined8 *)(lVar17 + 0x976);
  *(undefined8 *)(lVar17 + 0x5ac) = *(undefined8 *)(lVar17 + 0x97e);
  *(undefined8 *)(lVar17 + 0x5b4) = *(undefined8 *)(lVar17 + 0x986);
  *(undefined8 *)(lVar17 + 0x5bc) = *(undefined8 *)(lVar17 + 0x98e);
  *(undefined8 *)(lVar17 + 0x5c4) = *(undefined8 *)(lVar17 + 0x996);
  uVar12 = *(undefined8 *)(lVar17 + 0x9ae);
  uVar13 = *(undefined8 *)(lVar17 + 0x9b6);
  *(undefined8 *)(lVar17 + 0x5cc) = *(undefined8 *)(lVar17 + 0x99e);
  *(undefined8 *)(lVar17 + 0x5d4) = *(undefined8 *)(lVar17 + 0x9a6);
  uVar14 = *(undefined8 *)(lVar17 + 0x9be);
  uVar15 = *(undefined8 *)(lVar17 + 0x9c6);
  *(undefined4 *)(lVar17 + 0x94e) = uVar2;
  *(undefined4 *)(lVar17 + 0x952) = *(undefined4 *)(lVar17 + 0x580);
  *(undefined4 *)(lVar17 + 0x956) = uVar3;
  *(undefined4 *)(lVar17 + 0x95a) = *(undefined4 *)(lVar17 + 0x588);
  *(undefined4 *)(lVar17 + 0x95e) = uVar4;
  *(undefined4 *)(lVar17 + 0x962) = *(undefined4 *)(lVar17 + 0x590);
  *(undefined4 *)(lVar17 + 0x966) = uVar5;
  *(undefined4 *)(lVar17 + 0x96a) = *(undefined4 *)(lVar17 + 0x598);
  *(undefined8 *)(lVar17 + 0x96e) = uVar8;
  *(undefined8 *)(lVar17 + 0x976) = uVar9;
  *(undefined8 *)(lVar17 + 0x97e) = uVar10;
  *(undefined8 *)(lVar17 + 0x986) = uVar11;
  *(undefined8 *)(lVar17 + 0x98e) = uVar18;
  *(undefined8 *)(lVar17 + 0x996) = uVar19;
  *(undefined8 *)(lVar17 + 0x99e) = uVar6;
  *(undefined8 *)(lVar17 + 0x9a6) = uVar7;
  *(undefined8 *)(lVar17 + 0x9ae) = *(undefined8 *)(lVar17 + 0x5dc);
  *(undefined8 *)(lVar17 + 0x9b6) = *(undefined8 *)(lVar17 + 0x5e4);
  *(undefined8 *)(lVar17 + 0x9be) = *(undefined8 *)(lVar17 + 0x5ec);
  *(undefined8 *)(lVar17 + 0x9c6) = *(undefined8 *)(lVar17 + 0x5f4);
  *(undefined8 *)(lVar17 + 0x5dc) = uVar12;
  *(undefined8 *)(lVar17 + 0x5e4) = uVar13;
  *(undefined8 *)(lVar17 + 0x5ec) = uVar14;
  *(undefined8 *)(lVar17 + 0x5f4) = uVar15;
  if ((*(uint *)(lVar17 + 4) >> 8 & 1) != 0) {
    switchD_7ff618f760e8::caseD_3(param_1);
  }
  *(uint *)(lVar17 + 4) = *(uint *)(lVar17 + 4) | 0x200;
  return;
}


============================================================
FUNCTION FUN_7ff6197df460@7ff6197df460 size=1039

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */
/* WARNING: Removing unreachable block (ram,0x7ff6197df60a) */
/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

void FUN_7ff6197df460(longlong param_1)

{
  int iVar1;
  undefined4 uVar2;
  char cVar3;
  longlong lVar4;
  undefined8 uVar5;
  longlong lVar6;
  char *pcVar7;
  longlong unaff_GS_OFFSET;
  undefined1 auStack_378 [32];
  undefined1 local_358;
  undefined4 local_350;
  undefined4 local_348;
  undefined8 *local_340;
  undefined4 *local_338;
  undefined4 local_324;
  undefined8 local_320;
  undefined **local_318;
  undefined4 local_310;
  undefined4 local_30c;
  undefined8 local_308;
  undefined8 uStack_300;
  undefined8 local_2f8;
  undefined8 uStack_2f0;
  undefined8 local_2e8;
  undefined8 uStack_2e0;
  undefined8 local_2d8;
  undefined8 uStack_2d0;
  undefined4 local_2c8;
  undefined4 local_2c4;
  undefined4 local_2c0;
  undefined2 local_2bc;
  undefined1 local_2b8 [320];
  undefined1 local_178 [320];
  ulonglong local_38;
  
  local_38 = DAT_7ff61a119a88 ^ (ulonglong)auStack_378;
  pcVar7 = s_00_00_00_00_00_00_00_00_7ff619d17f80;
  if ((*(longlong *)(param_1 + 0x1af90) == -1) && (cVar3 = FUN_7ff6183cdc50(9), cVar3 != '\0')) {
    local_308 = _DAT_7ff619d1c620;
    uStack_300 = uRam00007ff619d1c628;
    local_2f8 = _DAT_7ff619d1d5a0;
    uStack_2f0 = uRam00007ff619d1d5a8;
    local_2e8 = _DAT_7ff619d1c2c0;
    uStack_2e0 = uRam00007ff619d1c2c8;
    local_2d8 = _DAT_7ff619d1b6a0;
    uStack_2d0 = uRam00007ff619d1b6a8;
    local_318 = &PTR_FUN_7ff619d18028;
    local_310 = 0x307171f;
    local_30c = 0x111c041a;
    local_2c8 = 0x92d4d6;
    (*(code *)PTR_FUN_7ff619d18028)(&local_318,0x140,local_2b8);
    if ((*(int *)(*(longlong *)
                   (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                 0x9aa54) < DAT_7ff61b28275c) &&
       (_Init_thread_header(&DAT_7ff61b28275c), DAT_7ff61b28275c == -1)) {
      FUN_7ff6183cd770(&DAT_7ff61b282758,local_2b8);
      _Init_thread_footer(&DAT_7ff61b28275c);
    }
    if (*(int *)(&DAT_0001c7c0 + param_1) == -1) {
      pcVar7 = s_00_00_00_00_00_00_00_00_7ff619d17f80;
    }
    else {
      lVar4 = FUN_7ff61980af00();
      pcVar7 = (char *)FUN_7ff618458450(lVar4 + 0x57c);
    }
    uVar5 = FUN_7ff618c94f40(param_1);
    FUN_7ff618399090(param_1 + 8,s__s__s_7ff619d0c2fc,uVar5,pcVar7);
    FUN_7ff618102e50(local_178,local_2b8,param_1 + 8);
                    /* WARNING: Subroutine does not return */
    thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b282758,local_178);
  }
  lVar4 = *(longlong *)(param_1 + 0x1af90);
  if (lVar4 != -1) {
    lVar6 = DAT_7ff61a723928;
    if (DAT_7ff61a723920 == '\0') {
      lVar6 = FUN_7ff61836e650();
    }
    if (lVar6 - lVar4 <= DAT_7ff61b0c13b8) {
      return;
    }
  }
  local_320 = 0;
  if ((*(int *)(&DAT_0001c7c0 + param_1) != -1) &&
     (lVar4 = FUN_7ff61980af00(), (*(uint *)(lVar4 + 4) >> 4 & 1) != 0)) {
    local_320 = *(undefined8 *)(lVar4 + 0x57c);
  }
  iVar1 = *(int *)((longlong)*(int *)(param_1 + 0x874) * 0x38 + 0xe94c + param_1);
  if (iVar1 != -1) {
    local_324 = 0;
    uVar2 = *(undefined4 *)(param_1 + 0x850);
    lVar4 = FUN_7ff619730840();
    local_338 = &local_324;
    local_340 = &local_320;
    local_348 = 8;
    local_350 = 0xf;
    local_358 = 0;
    cVar3 = FUN_7ff6198348f0(lVar4 + 0x3548,uVar2,iVar1,0);
    if (cVar3 != '\0') goto LAB_7ff6197df7b4;
  }
  cVar3 = FUN_7ff6183cdc50(9);
  if (cVar3 != '\0') {
    local_308 = _DAT_7ff619d1c620;
    uStack_300 = uRam00007ff619d1c628;
    local_2f8 = _DAT_7ff619d1a2a0;
    uStack_2f0 = uRam00007ff619d1a2a8;
    local_2e8 = _DAT_7ff619d1b320;
    uStack_2e0 = uRam00007ff619d1b328;
    local_2d8 = _DAT_7ff619d1b790;
    uStack_2d0 = uRam00007ff619d1b798;
    local_318 = &PTR_FUN_7ff619d132d0;
    local_310 = 0x307171f;
    local_30c = 0x111c041a;
    local_2c8 = 0xd9cddbdc;
    local_2c4 = 0xb3dacde2;
    local_2c0 = 0xaaacabb2;
    local_2bc = 0xec;
    (*(code *)PTR_FUN_7ff619d132d0)(&local_318,0x140,local_2b8);
    if ((*(int *)(*(longlong *)
                   (*(longlong *)(unaff_GS_OFFSET + 0x58) + (ulonglong)DAT_7ff61b37f0e0 * 8) +
                 0x9aa54) < DAT_7ff61b282764) &&
       (_Init_thread_header(&DAT_7ff61b282764), DAT_7ff61b282764 == -1)) {
      FUN_7ff6183cd770(&DAT_7ff61b282760,local_2b8);
      _Init_thread_footer(&DAT_7ff61b282764);
    }
    if (*(int *)(&DAT_0001c7c0 + param_1) != -1) {
      lVar4 = FUN_7ff61980af00();
      pcVar7 = (char *)FUN_7ff618458450(lVar4 + 0x57c);
    }
    uVar5 = FUN_7ff618c94f40(param_1);
    FUN_7ff618399090(param_1 + 8,s__s__s_7ff619d0c2fc,uVar5,pcVar7);
    FUN_7ff618102e50(local_178,local_2b8,param_1 + 8);
                    /* WARNING: Subroutine does not return */
    thunk_EXT_FUN_7ff5d8460598(DAT_7ff61b282760,local_178);
  }
LAB_7ff6197df7b4:
  lVar4 = DAT_7ff61a723928;
  if (DAT_7ff61a723920 == '\0') {
    lVar4 = FUN_7ff61836e650();
  }
  *(longlong *)(param_1 + 0x1af90) = lVar4;
  return;
}


============================================================
FUNCTION FUN_7ff6197dd290@7ff6197dd290 size=2148

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */
/* WARNING: Removing unreachable block (ram,0x7ff6197dd476) */
/* WARNING: Removing unreachable block (ram,0x7ff6197dd7b9) */
/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

void FUN_7ff6197dd290(longlong param_1)

{
  undefined4 uVar1;
  char cVar2;
  char cVar3;
  uint uVar4;
  uint uVar5;
  longlong lVar6;
  char *pcVar7;
  undefined8 uVar8;
  undefined8 uVar9;
  longlong lVar10;
  ulonglong uVar12;
  byte bVar13;
  int iVar14;
  uint uVar15;
  ulonglong uVar16;
  uint uVar17;
  int *piVar18;
  longlong lVar19;
  int iVar20;
  ulonglong uVar21;
  longlong unaff_GS_OFFSET;
