============================================================
KEY 0x0000000267774671
  hit=7ff619c7f008 pointer_at=7ff619c7f000 target=7ff618aac0c0 function=FUN_7ff618aac0c0@7ff618aac0c0
      *(undefined4 *)((longlong)param_1 + uVar9 * 0x140 + 0x138 + *(longlong *)(param_1 + 0x12)) =
           0xffffffff;
      *(undefined4 *)((longlong)param_1 + uVar9 * 0x140 + 0x18c + *(longlong *)(param_1 + 0x12)) =
           *(undefined4 *)((longlong)plVar11 + lVar10 + 0xc);
      uVar9 = (ulonglong)(int)uVar4;
      uVar6 = (ulonglong)uVar4;
    } while ((longlong)uVar9 < *(longlong *)(param_1 + 0x10));
  }
  puVar5 = (uint *)FUN_7ff6183bb490(&DAT_7ff61a02f980,auStack_18);
  uVar4 = *puVar5;
  param_1[0x28] = uVar4;
  if (uVar4 == 0xffffffff) {
    return 0;
  }
  lVar10 = (((ulonglong)(uint)((int)uVar4 >> 0xd) | 0xffc0000) >> 0x12 &
           (ulonglong)((int)uVar4 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
  lVar7 = (ulonglong)((uVar4 & 0x1fff) * *(int *)(lVar10 + 0x30)) + *(longlong *)(lVar10 + 8);
  *(uint *)(lVar7 - ((longlong)*(int *)(lVar10 + 0x34) & *(ulonglong *)(lVar7 + 8))) = param_1[9];
  uVar3 = FUN_7ff6184cf5a0(param_1[9],0,9);
  *(undefined2 *)(param_1 + 0x1c) = uVar3;
  return 1;
}


============================================================
FUNCTION FUN_7ff618ff5a40@7ff618ff5a40 size=243

undefined8 FUN_7ff618ff5a40(longlong param_1,undefined8 param_2,undefined4 *param_3)

{
  char cVar1;
  uint uVar2;
  undefined8 uVar3;
  undefined4 *puVar4;
  longlong lVar5;
  longlong lVar6;
  undefined1 auStackX_8 [8];
  undefined8 auStackX_18 [2];
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_3;
  uStack_10 = *(undefined8 *)(param_3 + 2);
  uVar3 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  cVar1 = FUN_7ff61851e840(uVar3);
  if (cVar1 != '\0') {
    puVar4 = (undefined4 *)FUN_7ff61851df90(uVar3,auStackX_8);
    FUN_7ff6183c1c90(auStackX_18,*puVar4);
    *(undefined8 *)(param_1 + 0x550) = auStackX_18[0];
  }
  FUN_7ff618ff9030(param_1);
  *(undefined4 *)(param_1 + 0x5d0) = 0x7f7fffff;
  *(undefined4 *)(param_1 + 0x5d4) = 0x7f7fffff;
  if (*(int *)(param_1 + 0x68) != -1) {
    uVar2 = (int)*(uint *)(param_1 + 0x68) >> 0xd;
    lVar6 = (((ulonglong)uVar2 | 0xffc0000) >> 0x12 & (ulonglong)(uVar2 & 0xffff)) * 0x40 +
            *DAT_7ff61a4a9c70;
    lVar5 = (ulonglong)((*(uint *)(param_1 + 0x68) & 0x1fff) * *(int *)(lVar6 + 0x30)) +
            *(longlong *)(lVar6 + 8);
    FUN_7ff6185fe420((*(longlong *)(param_1 + 0x70) -
                     ((longlong)*(int *)(lVar6 + 0x34) & *(ulonglong *)(lVar5 + 8))) + lVar5,0);
  }
  FUN_7ff618f4eea0(param_1 + 0x1c0);
  return 1;
}


============================================================
FUNCTION FUN_7ff618ee9ab0@7ff618ee9ab0 size=447

undefined8 FUN_7ff618ee9ab0(uint *param_1,uint *param_2)

{
  longlong lVar1;
  longlong lVar2;
  uint uVar3;
  longlong lVar4;
  longlong lVar5;
  uint *puVar6;
  uint uVar7;
  longlong lVar8;
  undefined1 uVar9;
  char cVar10;
  undefined8 uStackX_8;
  uint uStack_28;
  undefined4 uStack_24;
  longlong lStack_20;
  
  lVar2 = DAT_7ff61a87eec8;
  uVar7 = (int)*param_1 >> 0xd;
  lVar5 = 0;
  lVar1 = *DAT_7ff61a4a9c70;
  lVar8 = (((ulonglong)uVar7 | 0xffc0000) >> 0x12 & (ulonglong)(uVar7 & 0xffff)) * 0x40;
  lVar4 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar8 + 0x30 + lVar1)) +
          *(longlong *)(lVar8 + 8 + lVar1);
  uStack_28 = param_1[9];
  lVar4 = (*(longlong *)(param_1 + 2) -
          ((longlong)*(int *)(lVar8 + 0x34 + lVar1) & *(ulonglong *)(lVar4 + 8))) + lVar4;
  uVar7 = (((uint)((int)uStack_28 >> 0xd) >> 0x12 | 0x3ff) & (int)uStack_28 >> 0xd & 0xffffU) << 6;
  lVar8 = (ulonglong)((uStack_28 & 0x1fff) * *(int *)((ulonglong)uVar7 + 0x30 + lVar1)) +
          *(longlong *)((ulonglong)uVar7 + 8 + lVar1);
  uStack_24 = *(undefined4 *)PTR_DAT_7ff61a013398;
  lStack_20 = (longlong)param_1 +
              (((longlong)*(int *)((ulonglong)uVar7 + 0x34 + lVar1) & *(ulonglong *)(lVar8 + 8)) -
              lVar8) + 0x30;
  if (DAT_7ff61a87eec8 != 0) {
    uVar7 = FUN_7ff61f324425();
    uStackX_8._4_4_ = (uint)((ulonglong)lVar2 >> 0x20);
    uVar3 = FUN_7ff61e2d0781();
    uStackX_8 = CONCAT44(uStackX_8._4_4_ ^ uVar3,uVar7 ^ (uint)lVar2);
    if (uStackX_8 != 0) {
                    /* WARNING: Subroutine does not return */
      FUN_7ff61d00d1fb();
    }
  }
  FUN_7ff618ebde00(0,&uStack_28);
  uStack_28 = *param_2;
  if (uStack_28 != 0) {
    lStack_20 = *(longlong *)(param_2 + 2);
    lVar5 = FUN_7ff618516340(&uStack_28,*(undefined4 *)PTR_DAT_7ff61a0f68d0);
  }
  uVar9 = *(undefined1 *)(lVar4 + 0x50);
  cVar10 = *(char *)(lVar4 + 0x51);
  if (lVar5 != 0) {
    if (*(char *)(lVar5 + 0x18) != '\0') {
      uVar9 = *(char *)(lVar5 + 0x18) == '\x02';
    }
    if (*(char *)(lVar5 + 0x19) != '\0') {
      cVar10 = *(char *)(lVar5 + 0x19) == '\x02';
    }
  }
  if (cVar10 != '\0') {
    if (lVar5 == 0) {
      param_1[0x14] = *(uint *)(lVar4 + 0x48);
      uVar7 = *(uint *)(lVar4 + 0x4c);
    }
    else {
      puVar6 = (uint *)(lVar5 + 0x10);
      if (*(int *)(lVar5 + 0x10) == -0x7ee3623b) {
        puVar6 = (uint *)(lVar4 + 0x48);
      }
      param_1[0x14] = *puVar6;
      uVar7 = *(uint *)(lVar5 + 0x14);
    }
    param_1[0x15] = uVar7;
  }
  *(undefined1 *)(param_1 + 0x16) = uVar9;
  return 1;
}


============================================================
FUNCTION FUN_7ff618e57280@7ff618e57280 size=265

bool FUN_7ff618e57280(longlong param_1,int *param_2,int *param_3)

{
  uint uVar1;
  uint *puVar2;
  longlong lVar3;
  longlong lVar4;
  undefined1 auStackX_8 [8];
  int aiStack_18 [2];
  undefined8 uStack_10;
  
  puVar2 = (uint *)FUN_7ff6183bb490(&DAT_7ff61a02c550,auStackX_8);
  uVar1 = *puVar2;
  *(uint *)(param_1 + 0xc0) = uVar1;
  if (uVar1 != 0xffffffff) {
    lVar4 = (((ulonglong)(uint)((int)uVar1 >> 0xd) | 0xffc0000) >> 0x12 &
            (ulonglong)((int)uVar1 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
    lVar3 = (ulonglong)((uVar1 & 0x1fff) * *(int *)(lVar4 + 0x30)) + *(longlong *)(lVar4 + 8);
    *(undefined4 *)(lVar3 - ((longlong)*(int *)(lVar4 + 0x34) & *(ulonglong *)(lVar3 + 8))) =
         *(undefined4 *)(param_1 + 0x24);
  }
  aiStack_18[0] = *param_3;
  uStack_10 = *(undefined8 *)(param_3 + 2);
  lVar3 = FUN_7ff618516340(aiStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  if ((*(char *)(lVar3 + 0x50) == '\0') && (aiStack_18[0] = *param_2, aiStack_18[0] != 0)) {
    uStack_10 = *(undefined8 *)(param_2 + 2);
    lVar3 = FUN_7ff618516340(aiStack_18,*(undefined4 *)PTR_DAT_7ff61a0f68e0);
    if (lVar3 != 0) {
      *(undefined1 *)(param_1 + 0x34) = *(undefined1 *)(lVar3 + 0x10);
      *(undefined4 *)(param_1 + 0x38) = *(undefined4 *)(lVar3 + 0x14);
    }
  }
  return uVar1 != 0xffffffff;
}


============================================================
FUNCTION FUN_7ff619029bc0@7ff619029bc0 size=421

bool FUN_7ff619029bc0(uint *param_1,int *param_2,undefined4 *param_3)

{
  uint uVar1;
  undefined4 uVar2;
  longlong lVar3;
  undefined8 uVar4;
  longlong lVar5;
  undefined4 *puVar6;
  undefined8 *puVar7;
  longlong lVar8;
  float fVar9;
  int iStack_48;
  undefined4 uStack_44;
  undefined8 uStack_40;
  undefined1 auStack_38 [8];
  undefined4 auStack_30 [2];
  undefined8 uStack_28;
  
  lVar3 = 0;
  if (*param_2 != 0) {
    uStack_40 = *(undefined8 *)(param_2 + 2);
    iStack_48 = *param_2;
    lVar3 = FUN_7ff618516340(&iStack_48,*(undefined4 *)PTR_DAT_7ff61a0f1fb0);
  }
  auStack_30[0] = *param_3;
  uStack_28 = *(undefined8 *)(param_3 + 2);
  uVar4 = FUN_7ff618516340(auStack_30,*(undefined4 *)PTR_DAT_7ff61a011020);
  uVar1 = (int)*param_1 >> 0xd;
  lVar8 = (((ulonglong)uVar1 | 0xffc0000) >> 0x12 & (ulonglong)(uVar1 & 0xffff)) * 0x40 +
          *DAT_7ff61a4a9c70;
  lVar5 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar8 + 0x30)) + *(longlong *)(lVar8 + 8);
  lVar5 = (*(longlong *)(param_1 + 2) -
          ((longlong)*(int *)(lVar8 + 0x34) & *(ulonglong *)(lVar5 + 8))) + lVar5;
  if (lVar3 == 0) {
    uVar2 = FUN_7ff619359540();
    FUN_7ff619368520(uVar2,param_1 + 0xc6);
    param_1[0xc4] = *(uint *)(lVar5 + 0x2c0);
    param_1[0xc5] = *(uint *)(lVar5 + 0x2c4);
  }
  else {
    FUN_7ff619368520(*(undefined4 *)(lVar3 + 0x20),param_1 + 0xc6);
    fVar9 = *(float *)(lVar3 + 0x14);
    if (fVar9 <= 0.0) {
      fVar9 = *(float *)(lVar5 + 0x2c0) * *(float *)(lVar3 + 0x10);
    }
    param_1[0xc4] = (uint)fVar9;
    fVar9 = *(float *)(lVar3 + 0x18);
    if (fVar9 < 0.0) {
      fVar9 = *(float *)(lVar5 + 0x2c4) * *(float *)(lVar3 + 0x10);
    }
    param_1[0xc5] = (uint)fVar9;
  }
  puVar6 = (undefined4 *)FUN_7ff61851dfa0(uVar4,auStack_38);
  FUN_7ff6183c1c90(&iStack_48,*puVar6);
  *(ulonglong *)(param_1 + 200) = CONCAT44(uStack_44,iStack_48);
  puVar7 = (undefined8 *)FUN_7ff618bbcc10(&iStack_48);
  *(undefined8 *)(param_1 + 0xc0) = *puVar7;
  return *(longlong *)(param_1 + 0xc6) != 0;
}


============================================================
FUNCTION FUN_7ff618e57390@7ff618e57390 size=596

/* WARNING: Globals starting with '_' overlap smaller symbols at the same address */

undefined8 FUN_7ff618e57390(longlong param_1,undefined8 param_2,undefined4 *param_3)

{
  uint uVar1;
  uint uVar2;
  undefined4 uVar3;
  undefined4 uVar4;
  undefined8 uVar5;
  char cVar6;
  uint uVar7;
  undefined4 uVar8;
  longlong lVar9;
  undefined4 *puVar10;
  longlong lVar11;
  longlong lVar12;
  uint uVar13;
  uint uVar14;
  uint uVar15;
  uint local_res8 [2];
  undefined8 local_res18 [2];
  undefined4 local_28 [2];
  undefined8 local_20;
  
  local_28[0] = *param_3;
  local_20 = *(undefined8 *)(param_3 + 2);
  lVar9 = FUN_7ff618516340(local_28,*(undefined4 *)PTR_DAT_7ff61a011020);
  cVar6 = FUN_7ff61851e840(lVar9);
  if (cVar6 != '\0') {
    puVar10 = (undefined4 *)FUN_7ff61851dfa0(lVar9,local_res8);
    FUN_7ff6183c1c90(local_res18,*puVar10);
    *(undefined8 *)(param_1 + 0x330) = local_res18[0];
    FUN_7ff6183c2310(param_1 + 0x330,local_res8);
    uVar7 = FUN_7ff618d34ca0(local_res8[0]);
    if ((uVar7 == 0xffffffff) ||
       (lVar12 = (((ulonglong)(uint)((int)uVar7 >> 0xd) | 0xffc0000) >> 0x12 &
                 (ulonglong)((int)uVar7 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70,
       lVar11 = (ulonglong)((uVar7 & 0x1fff) * *(int *)(lVar12 + 0x30)) + *(longlong *)(lVar12 + 8),
       *(int *)((lVar11 - ((longlong)*(int *)(lVar12 + 0x34) & *(ulonglong *)(lVar11 + 8))) + 0x60)
       == -1)) {
      FUN_7ff61851fe80(local_res8);
      uVar8 = *(undefined4 *)
               ((ulonglong)((local_res8[0] & 0x1fff) * DAT_7ff61a000e20) + 0x54 + DAT_7ff61a000e18);
      FUN_7ff6183c1c90(local_res18,uVar8);
      *(undefined8 *)(param_1 + 0x330) = local_res18[0];
      uVar7 = FUN_7ff618d34ca0(uVar8);
      if (uVar7 == 0xffffffff) {
        uVar8 = 0xffffffff;
      }
      else {
        lVar12 = (((ulonglong)(uint)((int)uVar7 >> 0xd) | 0xffc0000) >> 0x12 &
                 (ulonglong)((int)uVar7 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
        lVar11 = (ulonglong)((uVar7 & 0x1fff) * *(int *)(lVar12 + 0x30)) + *(longlong *)(lVar12 + 8)
        ;
        uVar8 = *(undefined4 *)
                 ((lVar11 - ((longlong)*(int *)(lVar12 + 0x34) & *(ulonglong *)(lVar11 + 8))) + 0x60
                 );
      }
      *(undefined4 *)(param_1 + 0x338) = uVar8;
      uVar13 = *(uint *)(lVar9 + 0x24) & uRam00007ff619c0e424 & uRam00007ff619c0e434;
      uVar14 = *(uint *)(lVar9 + 0x28) & uRam00007ff619c0e428 & uRam00007ff619c0e438;
      uVar15 = *(uint *)(lVar9 + 0x2c) & uRam00007ff619c0e42c & uRam00007ff619c0e43c;
      uVar7 = ~uRam00007ff619c0e434;
      uVar1 = ~uRam00007ff619c0e438;
      uVar2 = ~uRam00007ff619c0e43c;
      *(uint *)(param_1 + 0x350) =
           *(uint *)(lVar9 + 0x20) & _DAT_7ff619c0e420 & _DAT_7ff619c0e430 |
           ~_DAT_7ff619c0e430 & 0x3f800000;
      *(uint *)(param_1 + 0x354) = uVar13 | uVar7 & 0x3f800000;
      *(uint *)(param_1 + 0x358) = uVar14 | uVar1 & 0x3f800000;
      *(uint *)(param_1 + 0x35c) = uVar15 | uVar2 & 0x3f800000;
      uVar8 = *(undefined4 *)(lVar9 + 0x14);
      uVar3 = *(undefined4 *)(lVar9 + 0x18);
      uVar4 = *(undefined4 *)(lVar9 + 0x1c);
      *(undefined4 *)(param_1 + 0x360) = *(undefined4 *)(lVar9 + 0x10);
      *(undefined4 *)(param_1 + 0x364) = uVar8;
      *(undefined4 *)(param_1 + 0x368) = uVar3;
      *(undefined4 *)(param_1 + 0x36c) = uVar4;
      uVar5 = *(undefined8 *)(lVar9 + 0x18);
      *(undefined8 *)(param_1 + 0x370) = *(undefined8 *)(lVar9 + 0x10);
      *(undefined8 *)(param_1 + 0x378) = uVar5;
    }
  }
  FUN_7ff618e59290(param_1);
  *(undefined4 *)(param_1 + 0x388) = 0x7f7fffff;
  *(undefined4 *)(param_1 + 0x38c) = 0x7f7fffff;
  if (*(int *)(param_1 + 0x68) != -1) {
    uVar7 = (int)*(uint *)(param_1 + 0x68) >> 0xd;
    lVar11 = (((ulonglong)uVar7 | 0xffc0000) >> 0x12 & (ulonglong)(uVar7 & 0xffff)) * 0x40 +
             *DAT_7ff61a4a9c70;
    lVar9 = (ulonglong)((*(uint *)(param_1 + 0x68) & 0x1fff) * *(int *)(lVar11 + 0x30)) +
            *(longlong *)(lVar11 + 8);
    FUN_7ff6185fe420((*(longlong *)(param_1 + 0x70) -
                     ((longlong)*(int *)(lVar11 + 0x34) & *(ulonglong *)(lVar9 + 8))) + lVar9);
  }
  return 1;
}


============================================================
FUNCTION FUN_7ff619029d70@7ff619029d70 size=161

undefined8 FUN_7ff619029d70(uint *param_1,undefined8 param_2,undefined4 *param_3)

{
  ushort uVar1;
  int iVar2;
  ulonglong uVar3;
  longlong lVar4;
  uint uVar5;
  longlong lVar6;
  undefined4 auStack_18 [2];
  undefined8 uStack_10;
  
  auStack_18[0] = *param_3;
  uStack_10 = *(undefined8 *)(param_3 + 2);
  lVar4 = FUN_7ff618516340(auStack_18,*(undefined4 *)PTR_DAT_7ff61a011020);
  uVar5 = (int)*param_1 >> 0xd;
  lVar6 = (((ulonglong)uVar5 | 0xffc0000) >> 0x12 & (ulonglong)(uVar5 & 0xffff)) * 0x40 +
          *DAT_7ff61a4a9c70;
  iVar2 = *(int *)(lVar6 + 0x34);
  lVar6 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar6 + 0x30)) + *(longlong *)(lVar6 + 8);
  uVar3 = *(ulonglong *)(lVar6 + 8);
  param_1[0x10] = param_1[0xc];
  param_1[0xe] = *(uint *)((lVar6 - ((longlong)iVar2 & uVar3)) + 0x48 + *(longlong *)(param_1 + 2));
  uVar1 = *(ushort *)(lVar4 + 0x40);
  param_1[0xf] = (uint)uVar1;
  return CONCAT71((uint7)(byte)(uVar1 >> 8),1);
}


============================================================
FUNCTION FUN_7ff618dcf5a0@7ff618dcf5a0 size=492

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */

byte FUN_7ff618dcf5a0(uint *param_1,undefined8 param_2,undefined4 *param_3)

{
  byte bVar1;
  char cVar2;
  uint uVar3;
  undefined8 uVar4;
  uint *puVar5;
  longlong lVar6;
  longlong lVar7;
  undefined1 auStack_98 [32];
  undefined1 auStack_78 [8];
  undefined1 auStack_70 [16];
  uint uStack_60;
  uint uStack_58;
  undefined4 uStack_54;
  undefined4 uStack_50;
  undefined4 uStack_4c;
  longlong lStack_48;
  longlong lStack_40;
  uint uStack_38;
  undefined4 uStack_34;
  undefined4 uStack_30;
  undefined4 uStack_2c;
  undefined1 uStack_28;
  undefined8 uStack_20;
  undefined8 uStack_18;
  ulonglong uStack_10;
  
  uStack_10 = DAT_7ff61a119a88 ^ (ulonglong)auStack_98;
  uStack_20 = 0xffffffffffffffff;
  uStack_18 = 0xbffc49ffffffff;
  bVar1 = FUN_7ff618abda20(param_1 + 0xc,&uStack_20);
  uStack_18 = *(undefined8 *)(param_3 + 2);
  uStack_20 = CONCAT44(uStack_20._4_4_,*param_3);
  uVar4 = FUN_7ff618516340(&uStack_20,*(undefined4 *)PTR_DAT_7ff61a011020);
  puVar5 = (uint *)FUN_7ff61851df90(uVar4,auStack_78);
  param_1[0x73] = *puVar5;
  uVar3 = (int)*param_1 >> 0xd;
  lVar7 = (ulonglong)(((uVar3 >> 0x12 | 0x3ff) & uVar3 & 0xffff) << 6) + *DAT_7ff61a4a9c70;
  lVar6 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar7 + 0x30)) + *(longlong *)(lVar7 + 8);
  if (*(int *)((*(longlong *)(param_1 + 2) -
               ((longlong)*(int *)(lVar7 + 0x34) & *(ulonglong *)(lVar6 + 8))) + 0x1f0 + lVar6) !=
      -1) {
    uVar4 = FUN_7ff6192c8970();
    cVar2 = FUN_7ff6185c7400(uVar4,*(undefined4 *)PTR_DAT_7ff61a101350,auStack_70);
    if (cVar2 != '\0') {
      uStack_28 = 0;
      lVar6 = (((ulonglong)(uint)((int)uStack_60 >> 0xd) | 0xffc0000) >> 0x12 &
              (ulonglong)((int)uStack_60 >> 0xd & 0xffff)) * 0x40 + *DAT_7ff61a4a9c70;
      lStack_48 = (ulonglong)((uStack_60 & 0x1fff) * *(int *)(lVar6 + 0x30)) +
                  *(longlong *)(lVar6 + 8);
      lStack_48 = lStack_48 - ((longlong)*(int *)(lVar6 + 0x34) & *(ulonglong *)(lStack_48 + 8));
      lVar6 = (ulonglong)
              (((int)uStack_58 >> 0xd & 0xffffU & ((uint)((int)uStack_58 >> 0xd) >> 0x12 | 0x3ff))
              << 6) + *DAT_7ff61a4a9c70;
      lStack_40 = (ulonglong)((uStack_58 & 0x1fff) * *(int *)(lVar6 + 0x30)) +
                  *(longlong *)(lVar6 + 8);
      lStack_40 = (CONCAT44(uStack_4c,uStack_50) -
                  ((longlong)*(int *)(lVar6 + 0x34) & *(ulonglong *)(lStack_40 + 8))) + lStack_40;
      uStack_38 = uStack_58;
      uStack_34 = uStack_54;
      uStack_30 = uStack_50;
      uStack_2c = uStack_4c;
      puVar5 = (uint *)FUN_7ff618ba1690(&lStack_48,auStack_78);
      param_1[0x6c] = *puVar5;
    }
  }
  return bVar1 & 1;
}


============================================================
FUNCTION FUN_7ff618dcf790@7ff618dcf790 size=417

undefined8 FUN_7ff618dcf790(uint *param_1,int *param_2,undefined4 *param_3)

{
  int iVar1;
  longlong lVar2;
  ulonglong uVar3;
  char cVar4;
  uint uVar5;
  longlong lVar6;
  undefined8 uVar7;
  longlong *plVar8;
  float *pfVar9;
  float *pfVar10;
  longlong lVar11;
  longlong lStackX_8;
  undefined1 auStackX_10 [8];
  undefined1 auStackX_18 [8];
  undefined1 auStackX_20 [8];
  int aiStack_48 [2];
  undefined8 uStack_40;
  undefined4 auStack_38 [2];
  undefined8 uStack_30;
  
  uVar5 = (int)*param_1 >> 0xd;
  lVar2 = *(longlong *)(param_1 + 2);
  lVar11 = (((ulonglong)uVar5 | 0xffc0000) >> 0x12 & (ulonglong)(uVar5 & 0xffff)) * 0x40 +
           *DAT_7ff61a4a9c70;
  iVar1 = *(int *)(lVar11 + 0x34);
  lVar11 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar11 + 0x30)) + *(longlong *)(lVar11 + 8);
  uVar3 = *(ulonglong *)(lVar11 + 8);
  if (*param_2 == 0) {
    lVar6 = 0;
  }
  else {
    uStack_40 = *(undefined8 *)(param_2 + 2);
    aiStack_48[0] = *param_2;
    lVar6 = FUN_7ff618516340(aiStack_48,*(undefined4 *)PTR_DAT_7ff61a101cf0);
  }
  uStack_30 = *(undefined8 *)(param_3 + 2);
  auStack_38[0] = *param_3;
  uVar7 = FUN_7ff618516340(auStack_38,*(undefined4 *)PTR_DAT_7ff61a011020);
  param_1[0xc] = 0xffffffff;
  pfVar9 = (float *)((lVar2 - ((longlong)iVar1 & uVar3)) + lVar11 + 0x48);
  cVar4 = FUN_7ff61846d750(uVar7);
  if (cVar4 == '\0') {
    if (lVar6 == 0) {
      uVar5 = FUN_7ff619359540();
      param_1[0xc] = uVar5;
      pfVar10 = pfVar9;
    }
    else {
      param_1[0xc] = *(uint *)(lVar6 + 0x10);
      pfVar10 = (float *)(lVar6 + 0x14);
      if (*(char *)(lVar6 + 0x1c) == '\0') {
        pfVar10 = pfVar9;
      }
    }
    param_1[0xd] = (uint)pfVar10[1];
    if (*pfVar10 <= 0.0) {
      plVar8 = (longlong *)FUN_7ff6183cf320(auStackX_20);
    }
    else {
      uVar7 = FUN_7ff6183cf080(auStackX_10);
      plVar8 = (longlong *)FUN_7ff618bbcc10(auStackX_18);
      lStackX_8 = *plVar8;
      FUN_7ff6183cf310(&lStackX_8,uVar7);
      plVar8 = &lStackX_8;
    }
    lVar2 = *plVar8;
    *(longlong *)(param_1 + 0xe) = lVar2;
    if (lVar2 == -1) {
      param_1[0x12] = 0xbf800000;
    }
    else {
      param_1[0x12] = (uint)*pfVar10;
    }
    if ((param_1[0xc] != 0xffffffff) &&
       ((0 < (int)param_1[0xd] || (*(longlong *)(param_1 + 0xe) != -1)))) {
      FUN_7ff618dd05a0(param_1);
      return 1;
    }
    param_1[0xc] = 0xffffffff;
  }
  return 1;
}


============================================================
FUNCTION FUN_7ff618d10510@7ff618d10510 size=622

/* WARNING: Function: __security_check_cookie replaced with injection: security_check_cookie */

undefined8 FUN_7ff618d10510(uint *param_1,undefined8 param_2,undefined4 *param_3)

{
  undefined4 uVar1;
  char cVar2;
  uint uVar3;
  uint uVar4;
  longlong lVar5;
  undefined8 uVar6;
  longlong lVar7;
  uint uVar8;
  undefined8 uVar9;
  undefined1 auStack_5d8 [32];
  uint *puStack_5b8;
  undefined4 *puStack_5b0;
  uint uStack_5a8;
  uint uStack_5a4;
  undefined4 auStack_5a0 [2];
  undefined8 uStack_598;
  uint uStack_588;
  undefined4 auStack_584 [19];
  undefined4 auStack_538 [324];
  ulonglong uStack_28;
  
  uStack_28 = DAT_7ff61a119a88 ^ (ulonglong)auStack_5d8;
  uVar3 = (int)*param_1 >> 0xd;
  lVar7 = (((ulonglong)uVar3 | 0xffc0000) >> 0x12 & (ulonglong)(uVar3 & 0xffff)) * 0x40 +
          *DAT_7ff61a4a9c70;
  lVar5 = (ulonglong)((*param_1 & 0x1fff) * *(int *)(lVar7 + 0x30)) + *(longlong *)(lVar7 + 8);
  auStack_5a0[0] = *param_3;
  uStack_598 = *(undefined8 *)(param_3 + 2);
  lVar5 = (*(longlong *)(param_1 + 2) -
          ((longlong)*(int *)(lVar7 + 0x34) & *(ulonglong *)(lVar5 + 8))) + lVar5;
  lVar7 = FUN_7ff618516340(auStack_5a0,*(undefined4 *)PTR_DAT_7ff61a011020);
  uVar9 = 1;
  uVar3 = *(uint *)(lVar7 + 0x30);
  auStack_538[0] = 0;
  if (uVar3 == 0xffffffff) {
    uVar9 = 0;
    goto LAB_7ff618d106dd;
  }
  uVar4 = uVar3 & 0x1fff;
  if ((*(uint *)(&DAT_7ff61a72e0e0 + (ulonglong)(uVar4 >> 5) * 4) >> (uVar3 & 0x1f) & 1) == 0) {
    uVar6 = FUN_7ff61851e000(lVar7);
    cVar2 = FUN_7ff619554720(uVar6);
    if (cVar2 != '\0') {
      FUN_7ff618d0b3d0(lVar5,(ulonglong)(uVar4 * DAT_7ff61a003430) + DAT_7ff61a003428,auStack_538);
      goto LAB_7ff618d106dd;
    }
  }
  auStack_538[0] = 0;
  uStack_588 = 0;
  lVar7 = (ulonglong)(uVar4 * DAT_7ff61a003430) + DAT_7ff61a003428;
  if ((*(uint *)(lVar7 + 4) >> 2 & 1) == 0) {
    uVar4 = 0;
    if (*(int *)(lVar5 + 0x9c) != -0x7ee3623b) {
      uVar4 = 0;
      if ((*(byte *)(lVar5 + 0x98) & 0xc) == 0) {
        FUN_7ff618d0b3d0(lVar5,lVar7,auStack_538);
      }
      else {
        puStack_5b0 = auStack_538;
        puStack_5b8 = &uStack_588;
        uVar8 = *(int *)(lVar5 + 0xa0) - 1;
        FUN_7ff618d09630(lVar5,lVar7,&uStack_5a8,&uStack_5a4);
        if (uVar8 < uStack_5a8) {
          uStack_5a8 = uStack_5a8 - uVar8;
          uStack_588 = uStack_5a8;
          if (uStack_5a4 < uStack_5a8) {
            uStack_588 = uStack_5a4;
          }
          uVar4 = uStack_588;
          if (uStack_5a8 != uStack_588) goto LAB_7ff618d106d2;
        }
        else {
          uStack_588 = 0;
        }
      }
    }
    if (((*(byte *)(lVar5 + 0x98) & 1) == 0) || (cVar2 = FUN_7ff618e4a370(uVar3), cVar2 == '\0')) {
      if (*(char *)(lVar5 + 0xa8) != '\0') {
        FUN_7ff618f4eea0(param_1 + 0xc);
      }
      while (uVar4 != 0) {
        uVar4 = uVar4 - 1;
        uVar1 = auStack_584[(int)uVar4];
        cVar2 = FUN_7ff618463c00(uVar1);
        if (cVar2 == '\0') goto LAB_7ff618d106d2;
        FUN_7ff6185daf40(uVar3,uVar1);
        uStack_588 = uVar4;
      }
      goto LAB_7ff618d106dd;
    }
  }
LAB_7ff618d106d2:
  uVar9 = 0;
LAB_7ff618d106dd:
  FUN_7ff618d136d0(auStack_538);
  return uVar9;
}


============================================================
